name,country_of_citizenship,position,foot,height_in_cm,current_club_domestic_competition_id,current_club_name,market_value_in_eur,yellow_cards,red_cards,goals,assists,minutes_played,age
Sebastiano Luperto,Italy,Defender,left,191.0,IT1,FC Empoli,3500000.0,4,0,1,1,3497,28
Joel Mvuka,Norway,Attack,right,176.0,FR1,FC Lorient,3500000.0,1,0,0,0,279,22
Ondrej Lingr,Czech Republic,Midfield,right,175.0,NL1,Feyenoord Rotterdam,3500000.0,1,0,4,1,502,26
João Marques,Portugal,Attack,right,179.0,PO1,GD Estoril Praia,3500000.0,9,0,6,6,2339,22
Ryan Kent,England,Attack,right,176.0,TR1,Fenerbahce,3500000.0,0,0,1,1,253,28
Jay Stansfield,England,Attack,right,187.0,GB1,Fulham FC,3500000.0,0,0,1,1,274,22
Samuel Essende,DR Congo,Attack,right,192.0,PO1,FC Vizela,3500000.0,5,0,15,2,2742,27
Birger Meling,Norway,Defender,left,173.0,DK1,FC Copenhagen,3500000.0,3,0,0,1,1266,30
Răzvan Marin,Romania,Midfield,right,178.0,IT1,FC Empoli,3500000.0,3,0,0,3,1876,28
Gédéon Kalulu,DR Congo,Defender,right,179.0,FR1,FC Lorient,3500000.0,0,0,0,1,968,27
Lucas Fasson,Brazil,Defender,left,185.0,RU1,Lokomotiv Moscow,3500000.0,4,0,1,1,2378,23
Toni Lato,Spain,Defender,left,171.0,ES1,RCD Mallorca,3500000.0,3,0,0,1,1868,27
Elias Achouri,Tunisia,Attack,right,177.0,DK1,FC Copenhagen,3500000.0,5,0,4,11,2254,25
Dmitriy Skopintsev,Russia,Defender,left,177.0,RU1,Dynamo Moscow,3500000.0,2,0,1,2,2760,27
Cherif Ndiaye,Senegal,Attack,right,190.0,TR1,Adana Demirspor,3500000.0,4,0,6,3,1015,29
Luis Milla,Spain,Midfield,right,175.0,ES1,Getafe CF,3500000.0,6,0,1,2,2393,30
Adam Gnezda Cerin,Slovenia,Midfield,right,180.0,GR1,Panathinaikos FC,3500000.0,2,0,2,3,1972,25
Reinier,Brazil,Midfield,right,185.0,IT1,Frosinone Calcio,3500000.0,3,0,3,2,1108,23
Matus Bero,Slovakia,Midfield,right,181.0,L1,VfL Bochum,3500000.0,7,0,1,2,1743,29
Rémi Oudin,France,Midfield,left,186.0,IT1,US Lecce,3500000.0,3,0,3,2,1891,28
Ken Nkuba,Belgium,Attack,right,179.0,BE1,R Charleroi SC,3500000.0,0,0,0,0,196,23
Paulo Bernardo,Portugal,Midfield,right,180.0,SC1,Celtic FC,3500000.0,2,0,4,3,1413,23
José Ángel Carmona,Spain,Defender,right,184.0,ES1,Getafe CF,3500000.0,9,0,1,1,1376,23
Sebastián Coates,Uruguay,Defender,right,196.0,PO1,Sporting CP,3500000.0,8,0,5,1,2870,34
Woo-yeong Jeong,"Korea, South",Midfield,right,179.0,L1,VfB Stuttgart,3500000.0,1,0,2,3,715,25
Luca Pellegrini,Italy,Defender,left,178.0,IT1,SS Lazio,3500000.0,10,0,1,1,1080,25
Rémy Cabella,France,Midfield,right,172.0,FR1,LOSC Lille,3500000.0,0,0,2,2,1675,34
Mario Mitaj,Albania,Defender,left,180.0,RU1,Lokomotiv Moscow,3500000.0,4,0,0,0,1339,21
Matisse Samoise,Belgium,Midfield,right,180.0,BE1,KAA Gent,3500000.0,4,0,6,2,2703,23
Hans Hateboer,Netherlands,Midfield,right,185.0,IT1,Atalanta BC,3500000.0,5,0,0,1,1413,31
Dário Essugo,Portugal,Midfield,right,178.0,PO1,GD Chaves,3500000.0,4,0,0,0,1274,19
Leonardo Lelo,Portugal,Defender,left,175.0,PO1,Casa Pia AC,3500000.0,2,0,1,2,3190,24
Bertuğ Yıldırım,Türkiye,Attack,right,191.0,TR1,Hatayspor,3500000.0,4,0,2,2,993,22
Roberto Fernández,Paraguay,Defender,left,188.0,RU1,Dynamo Moscow,3500000.0,11,0,5,5,5472,24
Óscar Cortés,Colombia,Attack,right,178.0,FR1,RC Lens,3500000.0,0,0,2,3,419,21
Lassana Coulibaly,Mali,Midfield,right,183.0,IT1,US Salernitana 1919,3500000.0,5,0,0,1,2176,28
Aron Dønnum,Norway,Attack,left,178.0,FR1,FC Toulouse,3500000.0,13,0,1,5,2722,26
Cihan Çanak,Türkiye,Attack,left,175.0,BE1,Standard Liège,3500000.0,1,0,0,2,611,20
Alexis Duarte,Paraguay,Defender,right,185.0,RU1,Spartak Moscow,3500000.0,5,0,0,0,2653,24
Pablo Marí,Spain,Defender,left,193.0,IT1,AC Monza,3500000.0,8,0,0,0,2693,31
Magnus Mattsson,Denmark,Midfield,both,174.0,DK1,FC Copenhagen,3500000.0,3,0,16,6,2490,25
Jeremy Toljan,Germany,Defender,right,182.0,IT1,US Sassuolo,3500000.0,1,0,0,7,2250,30
Franco Israel,Uruguay,Goalkeeper,right,190.0,PO1,Sporting CP,3500000.0,0,0,0,0,1530,24
Andy Pelmard,France,Defender,right,180.0,FR1,Clermont Foot 63,3500000.0,1,0,0,0,2988,24
Alexis Claude-Maurice,France,Midfield,right,174.0,FR1,OGC Nice,3500000.0,1,0,0,0,495,26
Joshua Brenet,Curacao,Defender,right,181.0,NL1,Twente Enschede FC,3500000.0,1,0,2,4,1560,30
Nikita Krivtsov,Russia,Midfield,right,186.0,RU1,FK Krasnodar,3500000.0,5,0,3,0,1899,22
Mathew Ryan,Australia,Goalkeeper,right,184.0,NL1,AZ Alkmaar,3500000.0,1,0,0,0,3090,32
Gabriel Suazo,Chile,Defender,left,178.0,FR1,FC Toulouse,3500000.0,7,0,2,4,3030,27
Jean-Kévin Duverne,Haiti,Defender,right,186.0,FR1,FC Nantes,3500000.0,4,0,0,0,1350,27
Benjamin Lecomte,France,Goalkeeper,left,186.0,FR1,Montpellier HSC,3500000.0,1,0,0,1,2700,33
Boris Popovic,Serbia,Defender,right,189.0,BE1,Cercle Brugge,3500000.0,4,1,0,3,1997,24
Alan Virginius,France,Attack,right,180.0,FR1,Clermont Foot 63,3500000.0,0,0,0,3,1015,22
Samuele Vignato,Italy,Midfield,right,172.0,IT1,AC Monza,3500000.0,2,0,1,0,371,20
Myron van Brederode,Netherlands,Attack,right,174.0,NL1,AZ Alkmaar,3500000.0,1,0,3,4,1491,21
Marvin Friedrich,Germany,Defender,right,193.0,L1,Borussia Mönchengladbach,3500000.0,1,0,0,0,1746,29
Mujaid Sadick,Spain,Defender,right,185.0,BE1,KRC Genk,3500000.0,1,0,0,0,1651,24
Álvaro Rodríguez,Uruguay,Attack,left,193.0,ES1,Real Madrid,3500000.0,0,0,0,0,3,20
Mário Rui,Portugal,Defender,left,168.0,IT1,SSC Napoli,3500000.0,7,0,0,2,1563,33
Jamal Lewis,Northern Ireland,Defender,left,178.0,GB1,Newcastle United,3500000.0,0,0,0,0,99,27
Daniil Denisov,Russia,Defender,right,185.0,RU1,Spartak Moscow,3500000.0,2,0,0,3,2113,22
Lukasz Skorupski,Poland,Goalkeeper,right,188.0,IT1,Bologna FC 1909,3500000.0,2,0,0,0,3090,33
Francesco Acerbi,Italy,Defender,left,192.0,IT1,Inter Milan,3500000.0,2,0,3,2,3107,36
Portu,Spain,Attack,right,167.0,ES1,Girona FC,3500000.0,4,0,8,8,1633,32
Andi Zeqiri,Switzerland,Attack,left,185.0,BE1,KRC Genk,3500000.0,3,0,5,0,684,25
Gernot Trauner,Austria,Defender,right,183.0,NL1,Feyenoord Rotterdam,3500000.0,1,0,1,2,1874,32
Federico Gattoni,Argentina,Defender,right,183.0,ES1,Sevilla FC,3500000.0,0,0,1,0,226,25
Josip Brekalo,Croatia,Attack,right,175.0,IT1,ACF Fiorentina,3500000.0,0,0,1,0,814,26
Juan Cabal,Colombia,Defender,left,186.0,IT1,Hellas Verona,3500000.0,6,0,0,0,1498,24
Erik Botheim,Norway,Attack,right,185.0,IT1,US Salernitana 1919,3500000.0,1,0,0,0,526,25
Axel Witsel,Belgium,Defender,right,186.0,ES1,Atlético de Madrid,3500000.0,6,0,2,0,4181,36
Georgios Kyriakopoulos,Greece,Midfield,left,186.0,IT1,AC Monza,3500000.0,3,0,0,3,1773,28
Luuk de Jong,Netherlands,Attack,right,188.0,NL1,PSV Eindhoven,3500000.0,4,0,38,18,3952,34
Fábio Cardoso,Portugal,Defender,right,187.0,PO1,FC Porto,3500000.0,8,1,1,2,1653,30
Jason Steele,England,Goalkeeper,right,188.0,GB1,Brighton & Hove Albion,3500000.0,1,0,0,0,2070,34
Sead Haksabanovic,Montenegro,Attack,right,174.0,SC1,Celtic FC,3500000.0,0,0,0,0,108,25
Roman Yaremchuk,Ukraine,Attack,right,191.0,ES1,Valencia CF,3500000.0,5,0,8,0,1369,29
Damian Szymanski,Poland,Midfield,right,185.0,GR1,AEK Athens,3500000.0,9,0,1,4,1962,29
Mark Travers,Ireland,Goalkeeper,right,191.0,GB1,AFC Bournemouth,3500000.0,1,0,0,0,750,25
Yunus Emre Konak,Türkiye,Midfield,right,181.0,TR1,Sivasspor,3500000.0,2,0,0,1,1330,19
Ronaldo,Brazil,Attack,right,177.0,RU1,FK Rostov,3500000.0,3,0,8,2,1615,24
Ivo Grbic,Croatia,Goalkeeper,right,195.0,GB1,Sheffield United,3500000.0,1,0,0,0,862,29
Karol Linetty,Poland,Midfield,right,175.0,IT1,Torino FC,3500000.0,12,0,0,0,1926,29
Georgiy Dzhikiya,Russia,Defender,left,188.0,RU1,Spartak Moscow,3500000.0,2,0,0,0,821,31
Ricardo Rodríguez,Switzerland,Defender,left,182.0,IT1,Torino FC,3500000.0,4,0,1,2,2993,32
Fernando Costanza,Brazil,Midfield,both,182.0,RU1,Krylya Sovetov Samara,3500000.0,10,0,3,2,2512,26
Luis Suárez,Colombia,Attack,right,181.0,ES1,UD Almería,3500000.0,3,0,6,0,920,27
Tom Holmes,England,Defender,right,189.0,GB1,Luton Town,3500000.0,0,0,0,0,90,24
Soualiho Meïté,France,Midfield,right,187.0,GR1,PAOK Thessaloniki,3500000.0,5,0,1,1,1647,30
Ísak Jóhannesson,Iceland,Midfield,left,184.0,DK1,FC Copenhagen,3500000.0,2,0,3,4,336,21
Valentino Lazaro,Austria,Midfield,right,181.0,IT1,Torino FC,3500000.0,3,0,0,4,2041,28
Christopher Bonsu Baah,Ghana,Attack,left,172.0,BE1,KRC Genk,3500000.0,7,2,1,1,1308,20
Mohamed Elneny,Egypt,Midfield,right,179.0,GB1,Arsenal FC,3500000.0,0,0,0,0,96,32
Jorge Sánchez,Mexico,Defender,right,175.0,PO1,FC Porto,3500000.0,3,0,0,2,765,27
Mats Rits,Belgium,Midfield,right,178.0,BE1,Club Brugge KV,3500000.0,4,0,1,1,2311,31
Vanja Drkusic,Slovenia,Defender,right,188.0,RU1,FC Sochi,3500000.0,3,0,2,0,1885,25
Cristiano Biraghi,Italy,Defender,left,185.0,IT1,ACF Fiorentina,3500000.0,9,0,2,6,2840,32
Casper Nielsen,Denmark,Midfield,right,182.0,BE1,Club Brugge KV,3500000.0,2,0,2,1,1345,30
Mirko Topic,Serbia,Midfield,right,190.0,PO1,FC Famalicão,3500000.0,6,0,0,2,2440,23
Omri Gandelman,Israel,Midfield,left,188.0,BE1,KAA Gent,3500000.0,1,1,6,4,802,24
Marco Pellegrino,Argentina,Defender,left,184.0,IT1,US Salernitana 1919,3500000.0,1,0,0,0,611,22
Nemanja Gudelj,Serbia,Defender,right,187.0,ES1,Sevilla FC,3500000.0,8,0,3,1,2400,33
Ronaël Pierre-Gabriel,France,Defender,right,177.0,FR1,FC Nantes,3500000.0,3,0,0,0,594,26
Joan Jordán,Spain,Midfield,right,185.0,ES1,Sevilla FC,3500000.0,0,0,0,1,729,30
Jesús Corona,Mexico,Attack,both,173.0,ES1,Sevilla FC,3500000.0,0,0,0,0,16,32
Nathaniel Phillips,England,Defender,right,190.0,SC1,Celtic FC,3500000.0,2,0,0,0,405,27
Borna Barisic,Croatia,Defender,left,186.0,SC1,Rangers FC,3500000.0,5,0,1,5,2046,32
Philippe Rommens,Belgium,Midfield,right,175.0,NL1,Go Ahead Eagles,3500000.0,1,0,4,5,1847,27
Patrik Hrosovsky,Slovakia,Midfield,right,173.0,BE1,KRC Genk,3500000.0,4,0,0,5,2674,32
Maik Nawrocki,Poland,Defender,both,192.0,SC1,Celtic FC,3500000.0,2,0,0,0,608,23
Mohammad Mohebi,Iran,Attack,right,186.0,RU1,FK Rostov,3500000.0,4,0,6,5,1943,26
Nicolas Cozza,France,Defender,left,178.0,FR1,FC Nantes,3500000.0,3,0,0,0,1194,26
Vincent Aboubakar,Cameroon,Attack,right,184.0,TR1,Besiktas JK,3400000.0,3,0,10,2,1543,33
Jackson Porozo,Ecuador,Defender,right,192.0,GR1,Olympiacos Piraeus,3300000.0,7,0,1,0,1673,24
Viktor Melekhin,Russia,Defender,right,189.0,RU1,FK Rostov,3200000.0,8,1,1,0,1879,21
Carlo Holse,Denmark,Attack,left,177.0,TR1,Samsunspor,3200000.0,4,0,6,3,3177,25
João Batxi,Angola,Attack,right,174.0,RU1,FK Krasnodar,3200000.0,6,0,1,4,2200,26
Nabil Alioui,France,Attack,right,175.0,FR1,Le Havre AC,3200000.0,1,0,4,1,1199,25
Willum Thór Willumsson,Iceland,Midfield,left,194.0,NL1,Go Ahead Eagles,3000000.0,1,1,7,3,2859,26
Sontje Hansen,Netherlands,Attack,right,176.0,NL1,NEC Nijmegen,3000000.0,4,0,6,7,2168,22
Moussa Djenepo,Mali,Attack,right,177.0,BE1,Standard Liège,3000000.0,3,0,1,0,1595,26
Ignatius Ganago,Cameroon,Attack,right,176.0,FR1,FC Nantes,3000000.0,0,0,0,0,182,25
Jackson Tchatchoua,Cameroon,Defender,right,180.0,IT1,Hellas Verona,3000000.0,2,0,0,2,1815,23
Filip Krastev,Bulgaria,Midfield,right,178.0,NL1,PEC Zwolle,3000000.0,2,0,2,1,902,23
Ngal'ayel Mukau,DR Congo,Midfield,left,188.0,BE1,KV Mechelen,3000000.0,2,0,0,0,1233,20
Robin Pröpper,Netherlands,Defender,right,190.0,NL1,Twente Enschede FC,3000000.0,9,0,3,0,3330,31
Samuel Moutoussamy,DR Congo,Midfield,left,176.0,FR1,FC Nantes,3000000.0,2,0,1,1,1100,28
Tonny Vilhena,Netherlands,Midfield,left,175.0,GR1,Panathinaikos FC,3000000.0,3,0,1,1,1904,30
Christos Mandas,Greece,Goalkeeper,right,189.0,GR1,OFI Crete FC,3000000.0,0,0,0,1,1171,23
Nacho Fernández,Spain,Defender,right,180.0,ES1,Real Madrid,3000000.0,5,2,0,1,3126,35
Mahamadou Diawara,France,Midfield,left,187.0,FR1,Olympique Lyon,3000000.0,2,0,0,0,355,19
John Souttar,Scotland,Defender,right,186.0,SC1,Rangers FC,3000000.0,6,0,1,2,3107,28
Sotiris Alexandropoulos,Greece,Midfield,right,186.0,GR1,Olympiacos Piraeus,3000000.0,7,0,2,0,1157,23
Gonçalo Borges,Portugal,Attack,right,184.0,PO1,FC Porto,3000000.0,2,0,0,3,330,23
Alexis Blin,France,Midfield,right,186.0,IT1,US Lecce,3000000.0,4,0,0,2,1648,28
Taylor Booth,United States,Attack,right,174.0,NL1,FC Utrecht,3000000.0,0,0,6,0,996,23
Alexander Lind,Denmark,Attack,right,186.0,DK1,Silkeborg IF,3000000.0,2,1,10,3,1616,22
Unai López,Spain,Midfield,right,170.0,ES1,Rayo Vallecano,3000000.0,9,0,1,3,2301,29
Modibo Sagnan,Mali,Defender,left,187.0,FR1,Montpellier HSC,3000000.0,6,0,3,0,2020,25
Mikkel Desler,Denmark,Defender,right,184.0,FR1,FC Toulouse,3000000.0,4,0,1,1,2102,29
Philippe Sandler,Netherlands,Defender,right,190.0,NL1,NEC Nijmegen,3000000.0,3,0,0,0,2258,27
Oliver Baumann,Germany,Goalkeeper,right,187.0,L1,TSG 1899 Hoffenheim,3000000.0,1,0,0,1,3240,34
Sergio Camello,Spain,Attack,right,182.0,ES1,Rayo Vallecano,3000000.0,3,0,4,1,1746,23
Diego Laxalt,Uruguay,Defender,left,178.0,RU1,Dynamo Moscow,3000000.0,10,0,0,5,2511,31
Christoph Klarer,Austria,Defender,right,191.0,L1,SV Darmstadt 98,3000000.0,9,0,2,2,2431,24
Stefano Sensi,Italy,Midfield,right,168.0,IT1,Inter Milan,3000000.0,0,0,0,1,80,29
Aziz Yakubu,Ghana,Attack,right,187.0,PO1,Rio Ave FC,3000000.0,0,0,6,2,1124,26
Daniel Peretz,Israel,Goalkeeper,right,190.0,L1,Bayern Munich,3000000.0,0,0,0,0,556,24
Samuel Soares,Portugal,Goalkeeper,right,190.0,PO1,SL Benfica,3000000.0,0,0,0,0,450,22
Lucas Olaza,Uruguay,Defender,left,176.0,RU1,FK Krasnodar,3000000.0,5,0,1,2,1963,30
Marek Rodák,Slovakia,Goalkeeper,right,194.0,GB1,Fulham FC,3000000.0,0,0,0,0,450,28
Mirlind Daku,Albania,Attack,right,192.0,RU1,Rubin Kazan,3000000.0,7,0,10,4,2598,27
Tayyip Talha Sanuç,Türkiye,Defender,right,188.0,TR1,Besiktas JK,3000000.0,2,0,0,0,586,25
Florian Thauvin,France,Attack,left,181.0,IT1,Udinese Calcio,3000000.0,4,0,6,5,1870,32
Oliver Villadsen,Denmark,Defender,right,173.0,DK1,FC Nordsjaelland,3000000.0,3,0,2,1,2233,23
Morten Thorsby,Norway,Midfield,right,188.0,IT1,Genoa CFC,3000000.0,2,0,2,2,1368,28
Koki Ogawa,Japan,Attack,right,186.0,NL1,NEC Nijmegen,3000000.0,1,0,15,1,2621,27
Giovanni González,Uruguay,Defender,right,173.0,ES1,RCD Mallorca,3000000.0,8,0,3,2,3172,30
Nuraly Alip,Kazakhstan,Defender,left,188.0,RU1,Zenit St. Petersburg,3000000.0,5,0,1,0,2592,25
Patrick Pentz,Austria,Goalkeeper,left,183.0,DK1,Bröndby IF,3000000.0,1,0,0,0,1800,28
Thomas Strakosha,Albania,Goalkeeper,right,193.0,GB1,Brentford FC,3000000.0,0,0,0,0,345,29
Marius Wolf,Germany,Defender,right,188.0,L1,Borussia Dortmund,3000000.0,3,0,0,2,1570,29
Charlie Taylor,England,Defender,left,183.0,GB1,Burnley FC,3000000.0,8,0,1,1,2489,31
Marvin Pieringer,Germany,Attack,right,191.0,L1,1.FC Heidenheim 1846,3000000.0,5,0,5,3,1650,25
William Carvalho,Portugal,Midfield,right,187.0,ES1,Real Betis Balompié,3000000.0,2,0,1,4,1115,32
Gustavo Puerta,Colombia,Midfield,right,173.0,L1,Bayer 04 Leverkusen,3000000.0,0,0,0,0,229,21
Oliver Christensen,Denmark,Goalkeeper,right,190.0,IT1,ACF Fiorentina,3000000.0,0,0,0,0,600,25
Roberto Gagliardini,Italy,Midfield,right,188.0,IT1,AC Monza,3000000.0,5,0,1,2,2455,30
Andrei Rațiu,Romania,Defender,right,183.0,ES1,Rayo Vallecano,3000000.0,1,0,1,0,1018,26
Bryan Reynolds,United States,Defender,right,185.0,BE1,KVC Westerlo,3000000.0,2,0,0,4,2358,23
Michel Vlap,Netherlands,Attack,right,190.0,NL1,Twente Enschede FC,3000000.0,3,0,2,6,2430,27
Mateusz Wieteska,Poland,Defender,right,187.0,IT1,Cagliari Calcio,3000000.0,6,0,1,2,1344,27
Kike Pérez,Spain,Midfield,left,184.0,ES1,Rayo Vallecano,3000000.0,6,0,1,0,937,27
Péter Gulácsi,Hungary,Goalkeeper,right,190.0,L1,RB Leipzig,3000000.0,0,0,0,0,1620,34
Ricardo Velho,Portugal,Goalkeeper,right,188.0,PO1,SC Farense,3000000.0,3,0,0,0,3150,26
Mohamed Konaté,Burkina Faso,Attack,right,191.0,RU1,Akhmat Grozny,3000000.0,1,0,13,1,2214,27
Du Queiroz,Brazil,Midfield,right,171.0,RU1,Zenit St. Petersburg,3000000.0,2,0,1,0,614,25
Lovro Zvonarek,Croatia,Midfield,right,180.0,L1,Bayern Munich,3000000.0,0,0,1,0,161,19
Robson Bambu,Brazil,Defender,right,185.0,PO1,FC Arouca,3000000.0,1,0,0,0,883,27
Mijat Gacinovic,Serbia,Midfield,right,175.0,GR1,AEK Athens,3000000.0,11,0,4,1,1727,29
Kirill Shchetinin,Russia,Midfield,right,178.0,RU1,FK Rostov,3000000.0,3,0,4,3,2119,23
Lucas Perrin,France,Defender,right,188.0,FR1,RC Strasbourg Alsace,3000000.0,3,0,0,1,2723,26
Zymer Bytyqi,Kosovo,Attack,right,176.0,TR1,Antalyaspor,3000000.0,0,0,1,2,1364,28
Ola Brynhildsen,Norway,Attack,right,175.0,DK1,FC Midtjylland,3000000.0,2,0,6,0,1627,25
Alireza Jahanbakhsh,Iran,Attack,right,181.0,NL1,Feyenoord Rotterdam,3000000.0,0,0,1,2,614,31
Giacomo Bonaventura,Italy,Midfield,right,180.0,IT1,ACF Fiorentina,3000000.0,8,0,8,3,2772,35
Ben Davies,England,Defender,left,185.0,SC1,Rangers FC,3000000.0,3,0,1,0,2256,29
Álvaro García,Spain,Attack,both,167.0,ES1,Rayo Vallecano,3000000.0,8,0,6,1,2522,32
Martin Erlić,Croatia,Defender,right,193.0,IT1,US Sassuolo,3000000.0,6,0,1,0,2745,27
Kevin Akpoguma,Nigeria,Defender,right,192.0,L1,TSG 1899 Hoffenheim,3000000.0,7,0,0,0,1159,29
Umut Güneş,Türkiye,Midfield,left,177.0,TR1,Alanyaspor,3000000.0,0,0,0,0,945,24
Iago Aspas,Spain,Attack,left,176.0,ES1,Celta de Vigo,3000000.0,6,1,9,10,2743,37
Tim Skarke,Germany,Attack,right,181.0,L1,SV Darmstadt 98,3000000.0,7,0,8,2,2419,28
Robin Zentner,Germany,Goalkeeper,right,195.0,L1,1.FSV Mainz 05,3000000.0,3,0,0,0,2880,30
César Montes,Mexico,Defender,right,195.0,ES1,UD Almería,3000000.0,7,0,0,0,1798,27
Konstantinos Fortounis,Greece,Midfield,both,183.0,GR1,Olympiacos Piraeus,3000000.0,8,0,9,14,2391,32
Mattia Perin,Italy,Goalkeeper,right,188.0,IT1,Juventus FC,3000000.0,0,0,0,0,675,32
Jesús Vázquez,Spain,Defender,left,182.0,ES1,Valencia CF,3000000.0,1,0,1,0,918,22
Dominik Kohr,Germany,Midfield,right,183.0,L1,1.FSV Mainz 05,3000000.0,15,0,1,0,2300,30
Eric Bailly,Cote d'Ivoire,Defender,right,187.0,ES1,Villarreal CF,3000000.0,4,0,0,0,1384,30
Maximilian Bauer,Germany,Defender,right,189.0,L1,FC Augsburg,3000000.0,3,0,1,0,808,24
Levent Mercan,Türkiye,Defender,left,176.0,TR1,Fatih Karagümrük,3000000.0,8,0,1,5,3114,24
Mathias Normann,Norway,Midfield,right,179.0,RU1,Dynamo Moscow,3000000.0,0,0,0,0,45,28
Daniel Svensson,Sweden,Midfield,left,183.0,DK1,FC Nordsjaelland,3000000.0,4,0,1,6,2663,22
Joe Mendes,Sweden,Defender,right,177.0,PO1,SC Braga,3000000.0,2,0,0,2,1246,22
Jan Schöppner,Germany,Midfield,right,190.0,L1,1.FC Heidenheim 1846,3000000.0,3,0,2,2,2045,25
Fabien Centonze,France,Defender,right,182.0,FR1,FC Nantes,3000000.0,3,0,0,1,767,29
Andrej Ilic,Serbia,Attack,right,189.0,FR1,LOSC Lille,3000000.0,1,0,2,1,362,24
Loren Morón,Spain,Attack,right,185.0,GR1,Aris Thessaloniki,3000000.0,5,0,15,3,2723,31
Ismaël Kandouss,Morocco,Defender,right,192.0,BE1,KAA Gent,3000000.0,5,1,1,0,2610,27
Carlos Domínguez,Spain,Defender,left,187.0,ES1,Celta de Vigo,3000000.0,2,0,0,0,1846,23
Hrvoje Smolcic,Croatia,Defender,left,185.0,L1,Eintracht Frankfurt,3000000.0,0,0,1,0,350,24
Olivier Giroud,France,Attack,left,192.0,IT1,AC Milan,3000000.0,2,1,17,9,3341,38
Matías Pérez,Argentina,Defender,right,177.0,RU1,FK Orenburg,3000000.0,15,0,7,1,2588,25
Yerry Mina,Colombia,Defender,right,195.0,IT1,Cagliari Calcio,3000000.0,6,0,2,0,1315,30
Joseph Nonge,Belgium,Midfield,left,184.0,IT1,Juventus FC,3000000.0,1,0,0,0,49,19
Tom Louchet,France,Midfield,both,178.0,FR1,OGC Nice,3000000.0,1,0,1,2,399,21
Morlaye Sylla,Guinea,Attack,right,170.0,PO1,FC Arouca,3000000.0,8,0,4,6,2977,26
Iñigo Lekue,Spain,Defender,right,180.0,ES1,Athletic Bilbao,3000000.0,5,0,0,3,2445,31
Edgar González,Spain,Defender,right,192.0,ES1,UD Almería,3000000.0,7,0,2,0,2618,27
Mame Thiam,Senegal,Attack,right,185.0,TR1,Pendikspor,3000000.0,4,0,17,7,3164,32
Marlon Fossey,United States,Defender,right,179.0,BE1,Standard Liège,3000000.0,1,0,1,2,1632,26
Riccieli,Brazil,Defender,right,187.0,PO1,FC Famalicão,3000000.0,7,1,2,1,1866,26
Oscar Fraulo,Denmark,Midfield,right,180.0,NL1,FC Utrecht,3000000.0,4,0,3,4,2212,21
Andrew,Brazil,Goalkeeper,right,188.0,PO1,Gil Vicente FC,3000000.0,0,0,0,0,2970,23
Toni Borevkovic,Croatia,Defender,right,193.0,PO1,Vitória Guimarães SC,3000000.0,2,1,0,0,2044,27
Zanocelo,Brazil,Midfield,right,185.0,PO1,GD Estoril Praia,3000000.0,3,0,1,0,1121,24
Ilaix Moriba,Guinea,Midfield,right,185.0,L1,RB Leipzig,3000000.0,4,0,0,2,608,22
Pep Biel,Spain,Midfield,left,172.0,GR1,Olympiacos Piraeus,3000000.0,4,0,2,4,1145,28
Jason,Spain,Attack,right,178.0,PO1,FC Arouca,3000000.0,5,0,7,6,2950,30
Javi Muñoz,Spain,Midfield,right,177.0,ES1,UD Las Palmas,3000000.0,6,0,2,3,2646,29
Anton Zinkovskiy,Russia,Attack,right,175.0,RU1,Spartak Moscow,3000000.0,0,0,4,1,2012,28
Nemanja Matic,Serbia,Midfield,left,194.0,FR1,Olympique Lyon,3000000.0,9,0,0,3,2726,36
Bruno Amione,Argentina,Defender,left,185.0,IT1,Hellas Verona,3000000.0,3,0,0,0,681,23
Rabbi Matondo,Wales,Attack,right,175.0,SC1,Rangers FC,3000000.0,2,0,6,4,1085,24
Denys Popov,Ukraine,Defender,both,185.0,UKR1,Dynamo Kyiv,3000000.0,2,1,1,0,2407,25
Bünyamin Balcı,Türkiye,Defender,right,173.0,TR1,Antalyaspor,3000000.0,3,0,1,3,1865,24
Ryan Fraser,Scotland,Attack,right,163.0,GB1,Newcastle United,3000000.0,0,0,2,1,117,30
Ricardo Esgaio,Portugal,Defender,right,172.0,PO1,Sporting CP,3000000.0,7,0,0,4,2272,31
Gerard Gumbau,Spain,Midfield,left,188.0,ES1,Granada CF,3000000.0,12,0,0,3,2716,30
Reda Khadra,Germany,Midfield,right,175.0,FR1,Stade Reims,3000000.0,1,0,1,3,1364,23
Yvon Mvogo,Switzerland,Goalkeeper,right,190.0,FR1,FC Lorient,3000000.0,1,0,0,0,3060,30
Zé Pedro,Portugal,Defender,right,187.0,PO1,FC Porto,3000000.0,1,0,2,0,1061,27
Josué Casimir,Guadeloupe,Attack,right,178.0,FR1,Le Havre AC,3000000.0,6,0,0,5,2028,23
Moritz Broschinski,Germany,Attack,right,190.0,L1,VfL Bochum,3000000.0,4,0,2,4,1296,24
Rhian Brewster,England,Attack,right,180.0,GB1,Sheffield United,3000000.0,0,1,0,0,358,24
Mads Andersen,Denmark,Defender,right,194.0,GB1,Luton Town,3000000.0,1,0,1,0,579,27
Rifat Zhemaletdinov,Russia,Midfield,right,184.0,RU1,Lokomotiv Moscow,3000000.0,3,0,5,1,803,28
Carles Aleñá,Spain,Midfield,left,180.0,ES1,Getafe CF,3000000.0,6,0,1,4,1181,27
